Ligne;Ligne Q qualif;Ligne approfondissement Accident;ACCIDENT;NBACC1;ACCFREQUENCE1;ANNEEACC1_1;ANNEEACC1_2;ANNEEACC1_3;ANNEEACC1_4;ANNEEACC1_5;NBACC2;ACCFREQUENCE2;ANNEEACC2_1;ANNEEACC2_2;ANNEEACC2_3;ANNEEACC2_4;ANNEEACC2_5;NBACC3;ACCFREQUENCE3;ANNEEACC3_1;ANNEEACC3_2;ANNEEACC3_3;ANNEEACC3_4;ANNEEACC3_5;NBACC4;ACCFREQUENCE4;ANNEEACC4_1;ANNEEACC4_2;ANNEEACC4_3;ANNEEACC4_4;ANNEEACC4_5;NBACC5;ACCFREQUENCE5;ANNEEACC5_1;ANNEEACC5_2;ANNEEACC5_3;ANNEEACC5_4;ANNEEACC5_5;NBACC6;ACCFREQUENCE6;ANNEEACC6_1;ANNEEACC6_2;ANNEEACC6_3;ANNEEACC6_4;ANNEEACC6_5;NBACC7;ACCFREQUENCE7;ANNEEACC7_1;ANNEEACC7_2;ANNEEACC7_3;ANNEEACC7_4;ANNEEACC7_5;NBACC8;ACCFREQUENCE8;ANNEEACC8_1;ANNEEACC8_2;ANNEEACC8_3;ANNEEACC8_4;ANNEEACC8_5;NBACC9;ACCFREQUENCE9;ANNEEACC9_1;ANNEEACC9_2;ANNEEACC9_3;ANNEEACC9_4;ANNEEACC9_5;NBACC10;ACCFREQUENCE10;ANNEEACC10_1;ANNEEACC10_2;ANNEEACC10_3;ANNEEACC10_4;ANNEEACC10_5;NBACC11;ACCFREQUENCE11;ANNEEACC11_1;ANNEEACC11_2;ANNEEACC11_3;ANNEEACC11_4;ANNEEACC11_5;NBACC12;ACCFREQUENCE12;ANNEEACC12_1;ANNEEACC12_2;ANNEEACC12_3;ANNEEACC12_4;ANNEEACC12_5;NBACC13;ACCFREQUENCE13;ANNEEACC13_1;ANNEEACC13_2;ANNEEACC13_3;ANNEEACC13_4;ANNEEACC13_5;NBACC14;ACCFREQUENCE14;ANNEEACC14_1;ANNEEACC14_2;ANNEEACC14_3;ANNEEACC14_4;ANNEEACC14_5;AUTRESACC;NBAUTRESACC;ANNEEAUTREACC1;ANNEEAUTREACC2;ANNEEAUTREACC3;ANNEEAUTREACC4;ANNEEAUTREACC5;LIEUAUTREACC1;LIEUAUTREACC2;LIEUAUTREACC3;LIEUAUTREACC4;LIEUAUTREACC5;DESCRIPTIONAUTRESACC1;DESCRIPTIONAUTRESACC2;DESCRIPTIONAUTRESACC3;DESCRIPTIONAUTRESACC4;DESCRIPTIONAUTRESACC5;NBAUTRESACCCIRCUIT;NBAUTRESTOUTTERRAIN;EXPCYCLO;EXP125;EXPSUP125;ACCORDNEXTQ;CHOIXACC;RGPMTACC;RECUPANNEE;RECUPLIEU;RECUPANNE;RGPMTAC;CHOIX1;CHOIX2;CHOIX3;CHOIX4;CHOIX5;CHOIX6;CHOIX7;DESCRIPTION;RUPTURE;FAITS;ABS_REACTION;AUTRE_REACTION;PRECISIONREACTIONOUI;RECUL;PRECISIONREACTIONNON;IMPACTCOMPORTEMENT;AUTREUSAGER;REACTIONAUTREUSAGER;CONNAISSANCEREACTIONUSAGER;DIFFICULTES;AGGRAVATION;DIFFICULTES2;EMOTIONS1;EMOTIONS2;EMOTIONS3;EMOTIONS4;EMOTIONS5;EMOTIONS6;AUTRESENTIMENT;CLASSEMENTEMOTIONS1;CLASSEMENTEMOTIONS;CLASSEMENTEMOTIONS5;CLASSEMENTEMOTIONS6;CLASSEMENTEMOTIONS7;CLASSEMENTEMOTIONS8;CLASSEMENTEMOTIONS9;EXPLICATIONRESSENTI;BIENEQUIPE;ALLURE;ALLUREVITEDETAIL;ALLURELENTEDETAIL;SITUATIONPRESSE;SITUATIONDISTRAIT;SITUATIONCONFIANT;SITUATIONCONTROLE;SITUATIONLUDIQUE;SITUATIONPERF;SITUATIONSTRESS;SITUATIONFATIGUE;HUMEURNEUTRE;HUMEURGAI;HUMEURMECONTENT;HUMEURTRISTE;HUMEURCOLERE;CONTRIBUTION1;CONTRIBUTION2;CONTRIBUTION3;CONTRIBUTION4;CONTRIBUTION5;CONTRIBUTION6;CONTRIBUTION7;CONTRIBUTION8;CONTRIBUTION9;ROLEINFRA;ELEMENTINFRA1;ELEMENTINFRA2;ELEMENTINFRA3;ELEMENTINFRA4;ELEMENTINFRA5;ELEMENTINFRA6;ELEMENTINFRA7;ELEMENTINFRA8;ELEMENTINFRA9;ALCOOL;TXALCOOL;STUP;SEMAINE;MOMENTJOURNEE;TEMPS;CAUSEACC1;CAUSEACC2;CAUSEACC3;CAUSEACC4;CAUSEACC5;FORMATIONCAUSE;FORMATION1;FORMATION2;FORMATION3;FORMATION4;FORMATION5;TRAFIC;CHAUSSEE1;CHAUSSEE2;CHAUSSEE3;CHAUSSEE4;TYPEACC;BLESSURE;TETE;COU;THORAX;MEMBRESSUP;COLONNE;BASSIN;MEMBRESINF;HOPITAL;PLUS24H;TRAJET;TYPEROUTE;MOTIF;SENSTRAJET;PASSAGER;VITESSE;DESCEQ1;DESCEQ2;DESCEQ3;DESCEQ4;DESCEQ5;DESCEQ6;DESCEQ7;DESCEQ8;DESCEQ9;DESCEQ10;VEHICULEETE;VEHICULEAUTOMNE;VEHICULEPRINTEMPS;VEHICULEHIVER;VEHICULESEMAINE;VEHICULEWE;VEHMARQUE;VEHCYLINDREE;VEHMODELE;VEHSEGMENT;VEHSIDE;EQ2RMABS;EQ2RMCBS;EQ2RMABSCBS;EQ2RMREGULATEUR;EQ2RMLIMITEUR;EQ2RMPHARESDIRECT;EQ2RMCOUPURE;EQ2RMANTIPATINAGE;EQ2RMANTIXHEELING;EQ2RMSTABILILTE;VEHKM;POINTS;DUREE;AUTRE2RM;VEHPRECMARQUE;VEHPRECCYLINDREE;VEHPRECMODELE;VEHPRECSEGMENT;VEHPRECSIDE;TEMPS2RMPREC;FREQVEHPREC;DATE_NAISS;CSP;SOCIETAIRE;SALARIE;SECTEUR2RM;NBPERSFOYER;SITFAM;NBENF;TRNBENF1;TRNBENF2;TRNBENF3;TRNBENF4;NBAUTOFOYER;NBCYCLOFOYER;NBSCOOTFOYER;NBMOTOFOYER;NBTRIKEFOYER;NB2RMCONDUIT;MARQUE1;CYLINDREE1;MODELE1;SEGMENT1;SIDE1;ANMISECIRCU1;ASS1;FREQ1;USAGE1;NBKM1;GARAGE1;MARQUE2;CYLINDREE2;MODELE2;SEGMENT2;SIDE2;ANMISECIRCU2;ASS2;FREQ2;USAGE2;NBKM2;GARAGE2;MARQUE3;CYLINDREE3;MODELE3;SEGMENT3;SIDE3;ANMISECIRCU3;ASS3;FREQ3;USAGE3;NBKM3;GARAGE3;MARQUE4;CYLINDREE4;MODELE4;SEGMENT4;SIDE4;ANMISECIRCU4;ASS4;FREQ4;USAGE4;NBKM4;GARAGE4;MARQUE5;CYLINDREE5;MODELE5;SEGMENT5;SIDE5;ANMISECIRCU5;ASS5;FREQ5;USAGE5;NBKM5;GARAGE5;NBKMTOT;PERMIS1;PERMIS2;PERMIS3;PERMIS4;PERMIS5;PERMIS6;PERMIS7;PERMIS8;PERMIS9;ANPERMIS1;ANPERMIS6;ANPERMIS7;ANPERMIS2;ANPERMIS3;ANPERMIS8;ANPERMIS9;ANPERMIS4;ANPERMIS5
1532;1706;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24APR1973;5;1;;2;1;1;;NSP;;;;1;1;0;0;0;1;SUZUKI;650;SV-N;Roadster;;1999;37;1;1;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;4;;;;;;;;;NRP;;;NRP;NRP;;;1992;NRP
664;1711;351;1;0;5;;;;;;0;4;;;;;;0;6;;;;;;0;1;;;;;;0;5;;;;;;0;3;;;;;;0;2;;;;;;0;6;;;;;;1;6;2014;;;;;0;4;;;;;;0;5;;;;;;0;2;;;;;;1;6;2010;;;;;0;2;;;;;;1;1;2010;;;;;Palavas-les-flo;;;;;Un véhicule m'a percutée par l'arrière alors que je cédais le passage aux véhicules d'un rond point;;;;;0;0;0;5;1;1;71;15;2010;Palavas-les-flo;2010;Autre(s) type(s) d'accident(s).;2;;;;;;;Je roulais en moto 125cc accompagnée d'un ami en passager. Je cédais le passage à l'abord d'un rond point quand une voiture type SUV m'est rentrée dedans. Le pare choc de la voiture s'est retrouvé encastré entre la roue arrière et la selle de la moto. Le chauffeur de la voiture a expliqué qu'il ne m'avait pas vu car il regardait ailleurs (un accident de moto sur l'autre voie!).;NRP;NRP;3;0;;;Il m'était impossible de savoir que le véhicule derrière moi n'allait pas s'arrêter.;2;1;2;;de son propre aveu, le conducteur de la voiture ne regardait pas devant lui;2;Je ne dirais pas qu'il a aggraver l'accident mais qu'il l'a provoqué;7;;;;;;;;;;;;;;;4;4;;;1;1;4;4;1;1;1;2;4;1;4;4;4;10;;;;;;;;;2;;;;;;;;;2;2;;2;2;1;1;0;100;0;0;0;2;;;;;;1;1;;;;1;;;;;;;;;;;2;1;3;;1;0;1;2;3;4;7;9;;;;;4;4;4;4;4;4;YAMAHA;125;TW;TRAIL / SUPERMOTARD;2;1;1;1;1;1;1;1;1;1;1;24000;12;2;0;;;;;;;;01JUL1980;12;2;;2;1;1;;NSP;;;;0;0;0;3;0;3;YAMAHA;125;TW;Trail / Supermotard;;2001;16;1;1;10000;;KAWASAKI;500;ER-5;Roadster;;2003;31;4;1;5000;;KYMCO;125;SECTOR;Custom;;2000;31;2;2;5000;;;;;;;;;;;;;;;;;;;;;;;;20000;3;4;;;;;;;;NRP;;;NRP;2011;;;2001;NRP
286;1712;;1;0;5;;;;;;0;5;;;;;;0;4;;;;;;0;3;;;;;;0;4;;;;;;0;4;;;;;;0;3;;;;;;0;4;;;;;;2;4;1973;1974;;;;1;5;1973;;;;;0;4;;;;;;0;1;;;;;;0;5;;;;;;1;1;1999;;;;;1;2;1973;1999;;;;Nancy;Laverune;;;;Serré contre le trottoir par une voiture qui me dépasse.  Moto Oural en solo, lourdement chargé de bagages.;Tentative de suicide du piéton, sorti du centre psychotérapeutique du Vignogoul  (Hérault)  Aveu du piéton blessé au gendarme.;;;;0;0;3;5;41;1;46;10;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07MAR1948;9;1;;2;1;1;;NSP;;;;2;0;0;10;0;3;BMW;1000;R100R;Roadster;;1993;37;3;1;5000;;BMW;600;R60 SIDE-CAR;Side-car / Trike;;1959;40;3;1;5000;;MOTO GUZZI;500;NUOVO FALCONE;Roadster;;1974;40;4;1;1000;;;;;;;;;;;;;;;;;;;;;;;;11000;3;4;;;;;;;;NRP;;;NRP;1972;;;1967;NRP
764;1717;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20APR1982;5;1;;2;2;5;0;NSP;;;;3;0;0;1;0;1;HONDA;600;HORNET;Roadster;;2010;37;3;1;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6000;3;4;;;;;;;;NRP;;;NRP;2010;;;2000;NRP
1307;1730;318;1;0;5;;;;;;0;5;;;;;;0;5;;;;;;0;4;;;;;;0;5;;;;;;0;3;;;;;;0;3;;;;;;0;5;;;;;;0;3;;;;;;1;5;2010;;;;;0;5;;;;;;0;2;;;;;;0;5;;;;;;0;1;;;;;;0;;;;;;;;;;;;;;;;;;;0;2;3;1;46;10;2010;;2010;"Vous circuliez sur un axe constitué d’au moins "" 2 X 2 voies "" (en urbain, périphérique, autoroute, RN …). Un véhicule vous a coupé la route en changeant de voie pour se placer sur celle de droite.";1;2;;;;;;"Accident en ville. Rétrecissement de 2 voies en 1. J'étais déjà sur la voie de droite. La voiture m'a doublé, s'est rabattu trop rapidement. Elle venait de changer de voiture (sa nouvelle voiture était une Fiat 500 ! heureusement),n'avait pas encore bien la dimension de la voiture dans la tête.... (ça fait rêver) N'avait pas réalisé qu'une moto, ça avançait... ce n'est pas un vélo. Bref suite à la chute, j'ai glissé sur plusieurs mètres en me disant ""pour l'instant ça va, mais qu'Est-ce qui va m'arrêter ?"" La conductrice de la voiture a beaucoup pleuré et j'étais tellement contente de n'avoir que quelques brûlures (le blouson en glissant est remonté légèrement) que je l'ai quasi consolée...";La voiture n'a pas pris la mesure de ma vitesse, n'a pas regardé le rétro avant de se rabattre sur la file de droite. De mon côté, je débutais en 2 roues et n'ai pas suffisamment regardé le rétro, j'aurais dû savoir qu'elle était là et aurais dû surveiller son dépassement et pas le subir.;En se rabbatant la voiture m'a heurté et en fait j'ai glissé contre elle. Sur ce que j'ai fait, franchement, je ne m'en souviens plus, c'est allé très vite et j'ai subi plus que réagi.;2;1;J'aurais dû plus surveiller mon rétro, savoir que la voiture était là, arrivait, j'aurais dû surveiller son dépassement et éventuellement freiné.;Je ne savais pas que la voiture était là;;2;0;;;;;;3;6;;;;;;;;1;;;2;;Je n'ai pas compris tout d'abord ce qui se passait;4;3;;;1;1;2;3;2;1;2;3;2;3;4;4;4;6;;;;;;;;;1;6;;;;;;;;2;2;;2;1;1;1;10;90;0;0;0;1;4;;;;;3;1;;;;1;;;;;;;;;;;1;4;1;2;0;50;1;10;2;3;4;7;;;;;4;4;4;4;4;2;SUZUKI;125;DR-SM;TRAIL / SUPERMOTARD;2;1;1;1;1;1;1;1;1;1;1;5000;12;2;0;;;;;;;;12JAN1969;5;2;;2;3;4;1;1;;;;2;2;0;2;0;1;KAWASAKI;650;ER-6  N;ROADSTER;2;2008;31;1;2;10000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;3;4;5;;;;;;;NRP;NRP;NRP;NRP;2012;NRP;NRP;1988;2010
1029;1756;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11FEB1966;7;2;;2;3;4;1;1;;;;2;0;0;1;0;1;HONDA;600;CB-F S;Roadster;;2008;16;2;2;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6000;3;4;;;;;;;;NRP;;;NRP;2000;;;1984;NRP
1824;1782;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03JAN1978;5;1;;2;4;4;2;1;;;;1;0;0;1;0;1;KAWASAKI;650;ER-6 N;Roadster;;2011;37;1;2;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;3;4;;;;;;;;NRP;;;NRP;2004;;;1996;NRP
198;1795;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16AUG1983;7;2;;2;2;3;;NSP;;;;1;1;0;1;0;1;SUZUKI;750;GSX-F;Routière / GT;;1999;18;1;2;15000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15000;3;;;;;;;;;NRP;;;NRP;2011;;;NRP;NRP
629;1846;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31JAN1954;5;2;;2;3;4;1;3;;;;1;0;0;1;0;1;BMW;1200;R1200RT;Routière / GT;;2008;33;3;1;15000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15000;3;2;;;;;;;;NRP;;;1975;1975;;;NRP;NRP
1834;1878;;1;1;5;2012;;;;;0;4;;;;;;0;4;;;;;;0;3;;;;;;0;5;;;;;;0;3;;;;;;0;3;;;;;;0;5;;;;;;0;3;;;;;;0;5;;;;;;0;5;;;;;;0;4;;;;;;0;4;;;;;;0;6;;;;;;1;1;2002;;;;;Saint denis;;;;;Percuté par un bus qui faisait la course avec un autre pour se rendre sur leur ligne de trajet le matin de bonne heure;;;;;0;1;41;39;37;1;1;1;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28JAN1960;8;2;;2;4;4;2;4;;;;1;0;0;1;0;1;KTM;690;SUPERMOTO;TRAIL / SUPERMOTARD;;2007;33;1;2;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;2;3;4;;;;;;;NRP;;;1976;1978;;;1980;NRP
475;1900;;1;0;3;;;;;;0;4;;;;;;0;4;;;;;;0;2;;;;;;0;4;;;;;;0;3;;;;;;0;4;;;;;;1;3;2008;;;;;3;4;2008;2010;2011;;;0;3;;;;;;0;5;;;;;;0;2;;;;;;0;2;;;;;;0;3;;;;;;1;1;2009;;;;;Adhères;;;;;"Stoppé à un stop une conductrice est venue me percuter par l'arrière, prétextant qu'elle ""pensait"" que j'avais avancé.";;;;;10;10;2;0;10;1;43;9;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03NOV1987;7;1;;2;3;5;0;NSP;;;;1;0;0;3;0;2;SUZUKI;750;GSX-R IE;SPORTIVE;;2007;37;1;2;15000;;KAWASAKI;600;ZX-6R NINJA 'R' IE;SPORTIVE;;2004;40;3;1;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18000;1;3;4;;;;;;;2002;;;NRP;2006;;;2005;NRP
510;1909;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20JAN1979;5;2;;2;5;4;3;1;;;;2;0;0;2;0;2;HONDA;600;HORNET IE C-ABS;ROADSTER;;2010;40;3;2;7000;;YAMAHA;600;XJ6 DIVERSION ABS;ROADSTER;;2010;40;4;1;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9000;3;4;;;;;;;;NRP;;;NRP;2010;;;2003;NRP
1151;1932;;1;0;2;;;;;;0;4;;;;;;0;4;;;;;;0;2;;;;;;0;5;;;;;;0;3;;;;;;0;3;;;;;;0;3;;;;;;0;4;;;;;;0;4;;;;;;0;5;;;;;;0;2;;;;;;0;5;;;;;;1;3;2006;;;;;0;;;;;;;;;;;;;;;;;;;0;4;9;1;66;14;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13OCT1981;7;2;;2;2;3;;NSP;;;;1;0;0;1;0;1;SUZUKI;600;BANDIT-S;ROADSTER;;2001;29;3;1;9000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9000;4;3;;;;;;;;NRP;;;NRP;2005;;;2001;NRP
2074;1940;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26AUG1981;8;2;;2;4;4;2;1;;;;2;0;0;1;1;1;KAWASAKI;750;Z 750-N IE;ROADSTER;;2006;29;3;1;130000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130000;3;4;;;;;;;;NRP;;;NRP;2000;;;2000;NRP
168;1945;;1;0;6;;;;;;0;5;;;;;;0;5;;;;;;0;5;;;;;;0;3;;;;;;0;2;;;;;;0;3;;;;;;1;4;2011;;;;;3;4;2010;2011;2011;;;0;3;;;;;;1;3;2011;;;;;0;3;;;;;;0;2;;;;;;0;5;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;5;1;42;9;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20JUN1969;5;2;;2;3;4;1;1;;;;1;0;0;2;0;2;YAMAHA;600;"FZ6-N ""S2""";ROADSTER;;1900;40;1;3;0;;DERBI;125;MULHACEN CAFE;ROADSTER;;1900;40;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;4;;;;;;;;NRP;;;NRP;2010;;;1992;NRP
406;1948;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30SEP1951;7;2;;2;3;4;1;4;;;;2;0;1;0;0;1;PEUGEOT;125;SATELIS PREMIUM K15;SCOOTER;;2011;28;1;2;8600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8600;2;5;;;;;;;;NRP;;;1969;NRP;;;NRP;2011
1689;1975;;1;0;3;;;;;;0;5;;;;;;0;5;;;;;;0;4;;;;;;2;5;2013;2010;;;;0;4;;;;;;0;3;;;;;;0;2;;;;;;0;4;;;;;;0;3;;;;;;0;4;;;;;;0;2;;;;;;0;2;;;;;;0;3;;;;;;1;2;2010;2013;;;;CHATEAUDUN;en campagne;;;;vehicule quittant le stationnement sans precaution ni clignotant;collision avec un chevreuil en pleine campagne;;;;0;0;1;2;38;1;71;15;2010;CHATEAUDUN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19JUL1956;9;2;;2;5;4;3;4;;;;4;0;0;1;0;1;BMW;850;R850RT;ROUTIERE / GT;;2004;25;2;1;12000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12000;3;;;;;;;;;NRP;;;NRP;1972;;;NRP;NRP
